transaction_id,sender_account_number,receiver_account_number,transaction_type,amount,currency,transaction_date,transaction_status,payment_mode,fee,description,geo_location_city,geo_location_region
TXN0000000173,ACC603932586519,ACC689827650455,Credit,2398.61,INR,2023-01-08 04:00:00,Success,RTGS,0.74,Utility Bill Payment,Mumbai,Chennai
TXN0000000174,ACC482492958242,ACC921424628922,Debit,8202.54,INR,2023-01-08 05:00:00,Failed,UPI,0.87,Utility Bill Payment,Delhi,Bangalore
TXN0000000175,ACC541143202484,ACC165406536060,Credit,3358.54,INR,2023-01-08 06:00:00,Success,IMPS,0.87,Mobile Recharge,Bangalore,Chennai
TXN0000000176,ACC336650090828,ACC483318670479,Credit,4736.57,INR,2023-01-08 07:00:00,Success,NEFT,0.48,Insurance Payment,Delhi,Chennai
TXN0000000177,ACC188434359112,ACC114811741431,Debit,1148.83,INR,2023-01-08 08:00:00,Failed,NEFT,0.8,Grocery Shopping,Chennai,Chennai
TXN0000000178,ACC312227180967,ACC474618190655,Debit,7303.33,INR,2023-01-08 09:00:00,Failed,Credit Card,0.19,Dining,Bangalore,Bangalore
TXN0000000179,ACC894254359993,ACC283578817897,Debit,4856.82,INR,2023-01-08 10:00:00,Failed,NEFT,0.43,Dining,Bangalore,Mumbai
TXN0000000180,ACC271424891855,ACC905915214269,Debit,7539.19,INR,2023-01-08 11:00:00,Success,IMPS,0.15,Grocery Shopping,Chennai,Kolkata
TXN0000000181,ACC737028438912,ACC565803264160,Credit,6225.13,INR,2023-01-08 12:00:00,Success,NEFT,0.53,Dining,Bangalore,Chennai
TXN0000000182,ACC368094146097,ACC888711928832,Credit,416.52,INR,2023-01-08 13:00:00,Failed,Credit Card,0.87,Insurance Payment,Delhi,Bangalore
TXN0000000183,ACC258172263957,ACC420836429025,Debit,4558.31,INR,2023-01-08 14:00:00,Success,NEFT,0.16,Utility Bill Payment,Chennai,Bangalore
TXN0000000184,ACC424454712551,ACC125550044889,Credit,7238.25,INR,2023-01-08 15:00:00,Success,Debit Card,0.49,Charity Donation,Bangalore,Delhi
TXN0000000185,ACC986402378732,ACC707738180053,Credit,4501.77,INR,2023-01-08 16:00:00,Success,Credit Card,0.48,Grocery Shopping,Bangalore,Delhi
TXN0000000186,ACC706267172499,ACC853211095569,Debit,1678.78,INR,2023-01-08 17:00:00,Success,NEFT,0.36,Dining,Kolkata,Delhi
TXN0000000187,ACC612027334545,ACC748397861885,Debit,1366.84,INR,2023-01-08 18:00:00,Failed,IMPS,0.76,Utility Bill Payment,Bangalore,Mumbai
TXN0000000188,ACC387201133858,ACC907109731651,Debit,9037.65,INR,2023-01-08 19:00:00,Failed,UPI,0.03,Charity Donation,Kolkata,Delhi
TXN0000000189,ACC900919704418,ACC441448479735,Debit,5229.7,INR,2023-01-08 20:00:00,Success,NEFT,0.42,Charity Donation,Kolkata,Mumbai
TXN0000000190,ACC464128152146,ACC805071538315,Debit,6026.96,INR,2023-01-08 21:00:00,Success,UPI,0.7,Charity Donation,Kolkata,Bangalore
TXN0000000191,ACC696909284662,ACC855439243477,Debit,5419.28,INR,2023-01-08 22:00:00,Success,RTGS,0.38,Online Shopping,Bangalore,Kolkata
TXN0000000192,ACC588899901023,ACC771795196266,Credit,3118.63,INR,2023-01-08 23:00:00,Failed,UPI,0.26,Mobile Recharge,Bangalore,Delhi
TXN0000000193,ACC132819566497,ACC855206777208,Credit,925.0,INR,2023-01-09 00:00:00,Failed,Debit Card,0.66,Online Shopping,Delhi,Chennai
TXN0000000194,ACC442016136837,ACC901462470467,Debit,9537.73,INR,2023-01-09 01:00:00,Success,RTGS,0.07,Charity Donation,Delhi,Chennai
TXN0000000195,ACC241315053927,ACC656489669816,Debit,2943.9,INR,2023-01-09 02:00:00,Success,UPI,0.82,Grocery Shopping,Chennai,Mumbai
TXN0000000196,ACC903737768602,ACC782870641119,Credit,7625.26,INR,2023-01-09 03:00:00,Failed,Debit Card,1.0,Grocery Shopping,Delhi,Mumbai
TXN0000000197,ACC166809555561,ACC650377680299,Debit,52.91,INR,2023-01-09 04:00:00,Failed,UPI,0.03,Utility Bill Payment,Delhi,Kolkata
TXN0000000198,ACC263915383425,ACC755562473751,Credit,3209.4,INR,2023-01-09 05:00:00,Failed,Debit Card,0.69,Dining,Delhi,Mumbai
TXN0000000199,ACC369019400441,ACC851742648162,Debit,8182.42,INR,2023-01-09 06:00:00,Success,Debit Card,0.16,Online Shopping,Mumbai,Mumbai
TXN0000000200,ACC104549157362,ACC684962799608,Credit,8458.75,INR,2023-01-09 07:00:00,Success,Credit Card,0.8,Dining,Kolkata,Delhi
TXN0000000201,ACC122413914913,ACC686522596893,Credit,5960.7,INR,2023-01-09 08:00:00,Success,Debit Card,0.22,Dining,Kolkata,Mumbai
TXN0000000202,ACC780236578812,ACC815881535706,Credit,4713.57,INR,2023-01-09 09:00:00,Success,Credit Card,0.58,Charity Donation,Kolkata,Chennai
TXN0000000203,ACC404539047466,ACC711775423100,Debit,3988.36,INR,2023-01-09 10:00:00,Failed,RTGS,0.2,Dining,Mumbai,Delhi
TXN0000000204,ACC610710869730,ACC549782494859,Debit,5982.42,INR,2023-01-09 11:00:00,Success,NEFT,0.7,Charity Donation,Mumbai,Bangalore
TXN0000000205,ACC247353388162,ACC261463095020,Credit,9351.42,INR,2023-01-09 12:00:00,Success,NEFT,0.47,Dining,Chennai,Delhi
TXN0000000206,ACC704295273341,ACC227147363385,Credit,1837.91,INR,2023-01-09 13:00:00,Failed,RTGS,0.68,Dining,Chennai,Chennai
TXN0000000207,ACC203138459612,ACC621980957287,Credit,3426.43,INR,2023-01-09 14:00:00,Success,Credit Card,0.1,Dining,Mumbai,Delhi
TXN0000000208,ACC203236505737,ACC653941778118,Credit,4131.93,INR,2023-01-09 15:00:00,Success,UPI,0.44,Online Shopping,Bangalore,Kolkata
TXN0000000209,ACC402266910842,ACC619523301690,Debit,6897.83,INR,2023-01-09 16:00:00,Success,Credit Card,0.25,Insurance Payment,Mumbai,Delhi
TXN0000000210,ACC288826377457,ACC234838384642,Debit,9882.36,INR,2023-01-09 17:00:00,Failed,RTGS,0.38,Utility Bill Payment,Mumbai,Bangalore
TXN0000000211,ACC479323955904,ACC754061574652,Debit,2849.62,INR,2023-01-09 18:00:00,Failed,Credit Card,0.06,Utility Bill Payment,Chennai,Kolkata
TXN0000000212,ACC900540606525,ACC644182673456,Credit,7187.59,INR,2023-01-09 19:00:00,Failed,NEFT,0.45,Grocery Shopping,Mumbai,Mumbai
TXN0000000213,ACC228521862871,ACC818846234712,Debit,5018.96,INR,2023-01-09 20:00:00,Failed,Debit Card,0.56,Online Shopping,Mumbai,Chennai
TXN0000000214,ACC223625138285,ACC684919858881,Debit,8887.02,INR,2023-01-09 21:00:00,Success,Debit Card,0.53,Utility Bill Payment,Chennai,Delhi
TXN0000000215,ACC913948004634,ACC915539750281,Debit,4822.63,INR,2023-01-09 22:00:00,Failed,UPI,0.6,Online Shopping,Bangalore,Delhi
TXN0000000216,ACC500893472837,ACC555798335641,Credit,5447.59,INR,2023-01-09 23:00:00,Success,NEFT,0.58,Charity Donation,Bangalore,Delhi
TXN0000000217,ACC124577385043,ACC230534166934,Debit,879.28,INR,2023-01-10 00:00:00,Failed,RTGS,0.61,Utility Bill Payment,Mumbai,Mumbai
TXN0000000218,ACC818202805980,ACC154423135656,Credit,7547.22,INR,2023-01-10 01:00:00,Failed,UPI,0.59,Online Shopping,Delhi,Chennai
TXN0000000219,ACC145641959866,ACC444289424814,Debit,4081.57,INR,2023-01-10 02:00:00,Failed,UPI,0.48,Online Shopping,Bangalore,Chennai
TXN0000000220,ACC223885248716,ACC920911531461,Credit,411.41,INR,2023-01-10 03:00:00,Failed,RTGS,0.19,Online Shopping,Mumbai,Kolkata
TXN0000000221,ACC580748456666,ACC325191930194,Debit,4339.03,INR,2023-01-10 04:00:00,Failed,Debit Card,0.2,Utility Bill Payment,Kolkata,Kolkata
TXN0000000222,ACC218497515094,ACC925475748842,Credit,8713.25,INR,2023-01-10 05:00:00,Success,NEFT,0.62,Online Shopping,Kolkata,Bangalore
TXN0000000223,ACC970437240668,ACC335352061168,Debit,5990.15,INR,2023-01-10 06:00:00,Failed,IMPS,0.86,Insurance Payment,Bangalore,Kolkata
TXN0000000224,ACC947568142939,ACC157017935301,Credit,6154.61,INR,2023-01-10 07:00:00,Success,UPI,0.87,Grocery Shopping,Bangalore,Delhi
TXN0000000225,ACC988340061380,ACC772075194250,Credit,4083.25,INR,2023-01-10 08:00:00,Success,Credit Card,0.62,Dining,Mumbai,Kolkata
TXN0000000226,ACC200938747981,ACC925935391231,Credit,7451.83,INR,2023-01-10 09:00:00,Success,NEFT,0.69,Utility Bill Payment,Bangalore,Chennai
TXN0000000227,ACC857371940420,ACC235225813314,Debit,7255.05,INR,2023-01-10 10:00:00,Failed,Debit Card,0.61,Utility Bill Payment,Bangalore,Chennai
TXN0000000228,ACC325014033485,ACC352778121371,Credit,4634.98,INR,2023-01-10 11:00:00,Failed,RTGS,0.66,Dining,Kolkata,Delhi
TXN0000000229,ACC730975690321,ACC351874214842,Debit,111.74,INR,2023-01-10 12:00:00,Failed,Debit Card,0.05,Mobile Recharge,Kolkata,Bangalore
TXN0000000230,ACC651141941635,ACC581811871363,Debit,4664.19,INR,2023-01-10 13:00:00,Success,IMPS,0.42,Online Shopping,Kolkata,Bangalore
TXN0000000231,ACC833631264278,ACC967879350039,Debit,6067.9,INR,2023-01-10 14:00:00,Success,RTGS,0.01,Online Shopping,Bangalore,Mumbai
TXN0000000232,ACC605414024657,ACC616894161168,Credit,743.1,INR,2023-01-10 15:00:00,Failed,IMPS,0.43,Charity Donation,Kolkata,Bangalore
TXN0000000233,ACC894846843522,ACC920313211878,Debit,5437.5,INR,2023-01-10 16:00:00,Success,Debit Card,0.13,Online Shopping,Delhi,Bangalore
TXN0000000234,ACC802673988428,ACC568011463536,Debit,3658.69,INR,2023-01-10 17:00:00,Success,Credit Card,0.41,Charity Donation,Mumbai,Chennai
TXN0000000235,ACC381817464963,ACC835565301901,Debit,422.72,INR,2023-01-10 18:00:00,Success,Credit Card,0.13,Utility Bill Payment,Kolkata,Chennai
TXN0000000236,ACC736647747533,ACC703479088512,Credit,1410.81,INR,2023-01-10 19:00:00,Failed,Credit Card,0.41,Charity Donation,Chennai,Bangalore
TXN0000000237,ACC394608097697,ACC851721244897,Debit,6019.41,INR,2023-01-10 20:00:00,Success,NEFT,0.33,Grocery Shopping,Bangalore,Mumbai
TXN0000000238,ACC849541241588,ACC853168577599,Credit,3102.5,INR,2023-01-10 21:00:00,Failed,RTGS,0.8,Charity Donation,Bangalore,Delhi
TXN0000000239,ACC173159781243,ACC491515618453,Credit,5609.88,INR,2023-01-10 22:00:00,Failed,Debit Card,0.02,Insurance Payment,Bangalore,Delhi
TXN0000000240,ACC901964639510,ACC776207635253,Credit,1578.48,INR,2023-01-10 23:00:00,Failed,Credit Card,0.88,Charity Donation,Kolkata,Kolkata
TXN0000000241,ACC214910620088,ACC606527184024,Credit,4787.8,INR,2023-01-11 00:00:00,Success,RTGS,0.84,Dining,Delhi,Chennai
TXN0000000242,ACC654038278787,ACC311241855336,Debit,9492.16,INR,2023-01-11 01:00:00,Failed,Debit Card,0.97,Grocery Shopping,Mumbai,Mumbai
TXN0000000243,ACC760545759010,ACC367052488473,Debit,7882.08,INR,2023-01-11 02:00:00,Success,IMPS,0.94,Mobile Recharge,Bangalore,Mumbai
TXN0000000244,ACC877508849922,ACC257482001412,Debit,6753.38,INR,2023-01-11 03:00:00,Success,Debit Card,0.69,Online Shopping,Kolkata,Chennai
TXN0000000245,ACC730772471435,ACC215255237366,Credit,7529.2,INR,2023-01-11 04:00:00,Failed,Credit Card,0.75,Charity Donation,Delhi,Kolkata
TXN0000000246,ACC783340771696,ACC100107148825,Credit,2993.19,INR,2023-01-11 05:00:00,Success,Debit Card,0.52,Charity Donation,Bangalore,Bangalore
TXN0000000247,ACC876341472448,ACC198484683162,Credit,9732.67,INR,2023-01-11 06:00:00,Success,Debit Card,0.08,Grocery Shopping,Delhi,Delhi
TXN0000000248,ACC373834964507,ACC447805516297,Credit,1214.37,INR,2023-01-11 07:00:00,Success,UPI,0.58,Online Shopping,Bangalore,Delhi
TXN0000000249,ACC665375021704,ACC490578646334,Credit,2371.39,INR,2023-01-11 08:00:00,Success,UPI,0.64,Mobile Recharge,Kolkata,Chennai
TXN0000000250,ACC248187220210,ACC793958652915,Credit,1635.62,INR,2023-01-11 09:00:00,Success,Debit Card,0.18,Insurance Payment,Kolkata,Chennai
TXN0000000251,ACC464648333591,ACC806186988812,Credit,486.5,INR,2023-01-11 10:00:00,Failed,IMPS,0.64,Insurance Payment,Delhi,Bangalore
TXN0000000252,ACC213497453675,ACC717787351733,Debit,388.89,INR,2023-01-11 11:00:00,Failed,Credit Card,0.86,Mobile Recharge,Chennai,Kolkata
TXN0000000253,ACC563492275774,ACC420616096471,Credit,7957.72,INR,2023-01-11 12:00:00,Failed,Debit Card,0.95,Dining,Chennai,Kolkata
TXN0000000254,ACC860096532442,ACC981341441972,Debit,4883.55,INR,2023-01-11 13:00:00,Failed,NEFT,0.49,Utility Bill Payment,Kolkata,Kolkata
TXN0000000255,ACC878879780172,ACC935873445924,Credit,1084.16,INR,2023-01-11 14:00:00,Success,RTGS,0.94,Charity Donation,Mumbai,Mumbai
TXN0000000256,ACC862075530246,ACC910852939766,Debit,4562.15,INR,2023-01-11 15:00:00,Success,NEFT,0.64,Insurance Payment,Delhi,Mumbai
TXN0000000257,ACC940435793074,ACC420085572244,Credit,4664.65,INR,2023-01-11 16:00:00,Failed,NEFT,0.79,Dining,Mumbai,Kolkata
TXN0000000258,ACC885199853260,ACC674696771381,Debit,6571.83,INR,2023-01-11 17:00:00,Success,NEFT,0.67,Utility Bill Payment,Chennai,Chennai
TXN0000000259,ACC664617510940,ACC878549254742,Credit,617.42,INR,2023-01-11 18:00:00,Failed,UPI,0.34,Utility Bill Payment,Delhi,Bangalore
TXN0000000260,ACC158919470915,ACC916974592656,Debit,8237.33,INR,2023-01-11 19:00:00,Success,Debit Card,0.53,Online Shopping,Bangalore,Bangalore
TXN0000000261,ACC762244144149,ACC602175335652,Debit,2845.64,INR,2023-01-11 20:00:00,Success,Debit Card,0.66,Online Shopping,Kolkata,Bangalore
TXN0000000262,ACC575833493205,ACC160054840813,Credit,4363.61,INR,2023-01-11 21:00:00,Success,IMPS,0.3,Insurance Payment,Delhi,Kolkata
TXN0000000263,ACC900238193514,ACC916268839425,Credit,6635.4,INR,2023-01-11 22:00:00,Success,IMPS,0.61,Dining,Kolkata,Chennai
TXN0000000264,ACC777025717881,ACC364190694681,Credit,8268.96,INR,2023-01-11 23:00:00,Failed,Credit Card,0.04,Online Shopping,Delhi,Bangalore
TXN0000000265,ACC421839582012,ACC478800179186,Credit,7153.52,INR,2023-01-12 00:00:00,Success,UPI,0.39,Insurance Payment,Chennai,Kolkata
TXN0000000266,ACC911759668661,ACC545494251871,Debit,6459.62,INR,2023-01-12 01:00:00,Failed,RTGS,0.74,Insurance Payment,Chennai,Delhi
TXN0000000267,ACC357107291878,ACC478842858233,Credit,5340.76,INR,2023-01-12 02:00:00,Failed,NEFT,0.27,Charity Donation,Delhi,Mumbai
TXN0000000268,ACC292394999072,ACC649072588277,Debit,4331.01,INR,2023-01-12 03:00:00,Failed,RTGS,0.01,Online Shopping,Delhi,Mumbai
TXN0000000269,ACC779531236757,ACC299088420364,Credit,6783.06,INR,2023-01-12 04:00:00,Success,NEFT,0.49,Mobile Recharge,Chennai,Kolkata
TXN0000000270,ACC705722112561,ACC313950892266,Debit,4226.72,INR,2023-01-12 05:00:00,Failed,RTGS,0.84,Charity Donation,Bangalore,Delhi
TXN0000000271,ACC808223558186,ACC382313672521,Debit,4426.52,INR,2023-01-12 06:00:00,Failed,Debit Card,0.73,Charity Donation,Delhi,Delhi
TXN0000000272,ACC346952164567,ACC480064810716,Credit,9547.55,INR,2023-01-12 07:00:00,Success,UPI,0.86,Dining,Delhi,Kolkata
TXN0000000273,ACC368431093991,ACC812114948194,Debit,1462.49,INR,2023-01-12 08:00:00,Failed,RTGS,0.99,Utility Bill Payment,Delhi,Bangalore
TXN0000000274,ACC343594995979,ACC870751673515,Debit,2693.6,INR,2023-01-12 09:00:00,Success,Credit Card,0.63,Mobile Recharge,Bangalore,Kolkata
TXN0000000275,ACC983705557760,ACC985495439192,Credit,4626.73,INR,2023-01-12 10:00:00,Failed,Debit Card,0.85,Insurance Payment,Delhi,Bangalore
TXN0000000276,ACC560226316020,ACC519668427579,Credit,1854.19,INR,2023-01-12 11:00:00,Success,RTGS,0.57,Online Shopping,Delhi,Chennai
TXN0000000277,ACC103688162335,ACC219337385662,Credit,8621.49,INR,2023-01-12 12:00:00,Failed,RTGS,0.22,Charity Donation,Mumbai,Bangalore
TXN0000000278,ACC515234335168,ACC259782286219,Credit,8636.15,INR,2023-01-12 13:00:00,Success,NEFT,0.09,Utility Bill Payment,Kolkata,Kolkata
TXN0000000279,ACC571395338125,ACC142969868939,Debit,4714.05,INR,2023-01-12 14:00:00,Failed,IMPS,0.72,Grocery Shopping,Mumbai,Mumbai
TXN0000000280,ACC406152726771,ACC157622577511,Credit,9051.21,INR,2023-01-12 15:00:00,Failed,NEFT,0.72,Dining,Mumbai,Kolkata
TXN0000000281,ACC935766832141,ACC920821684014,Debit,9774.2,INR,2023-01-12 16:00:00,Failed,UPI,0.87,Mobile Recharge,Kolkata,Mumbai
TXN0000000282,ACC285848055365,ACC246108294788,Debit,3025.56,INR,2023-01-12 17:00:00,Failed,Credit Card,0.83,Grocery Shopping,Mumbai,Chennai
TXN0000000283,ACC653619953838,ACC328286153551,Debit,643.29,INR,2023-01-12 18:00:00,Success,IMPS,0.93,Charity Donation,Chennai,Bangalore
TXN0000000284,ACC541138246505,ACC980340684361,Debit,5236.81,INR,2023-01-12 19:00:00,Failed,Debit Card,0.5,Mobile Recharge,Bangalore,Kolkata
TXN0000000285,ACC116572370425,ACC438480277777,Credit,7492.06,INR,2023-01-12 20:00:00,Success,NEFT,0.92,Charity Donation,Bangalore,Mumbai
TXN0000000286,ACC302026465272,ACC294005093905,Credit,9728.26,INR,2023-01-12 21:00:00,Success,NEFT,0.28,Grocery Shopping,Chennai,Mumbai
TXN0000000287,ACC432256284879,ACC895126229928,Debit,3519.1,INR,2023-01-12 22:00:00,Success,IMPS,0.49,Dining,Delhi,Chennai
TXN0000000288,ACC719832957330,ACC623157556436,Debit,8239.83,INR,2023-01-12 23:00:00,Failed,UPI,0.22,Charity Donation,Delhi,Kolkata
TXN0000000289,ACC935293157856,ACC228440803696,Credit,8027.64,INR,2023-01-13 00:00:00,Failed,Credit Card,0.83,Insurance Payment,Bangalore,Chennai
TXN0000000290,ACC596460094811,ACC422431098222,Debit,6069.27,INR,2023-01-13 01:00:00,Success,NEFT,0.68,Charity Donation,Mumbai,Chennai
TXN0000000291,ACC197533558513,ACC726200708254,Debit,4492.25,INR,2023-01-13 02:00:00,Success,NEFT,0.15,Mobile Recharge,Bangalore,Bangalore
TXN0000000292,ACC835815950714,ACC412068490024,Credit,8758.26,INR,2023-01-13 03:00:00,Failed,RTGS,0.41,Utility Bill Payment,Mumbai,Kolkata
TXN0000000293,ACC940037067241,ACC220120599396,Credit,1969.67,INR,2023-01-13 04:00:00,Success,UPI,0.97,Utility Bill Payment,Delhi,Kolkata
TXN0000000294,ACC468813903577,ACC760528845577,Credit,7784.31,INR,2023-01-13 05:00:00,Failed,Debit Card,0.88,Insurance Payment,Chennai,Mumbai
TXN0000000295,ACC460979401867,ACC567798269927,Credit,718.02,INR,2023-01-13 06:00:00,Success,IMPS,0.58,Mobile Recharge,Chennai,Chennai
TXN0000000296,ACC569095874772,ACC629137047683,Debit,9754.78,INR,2023-01-13 07:00:00,Failed,Credit Card,0.6,Mobile Recharge,Kolkata,Chennai
TXN0000000297,ACC714648847326,ACC549797867838,Credit,6951.98,INR,2023-01-13 08:00:00,Failed,NEFT,0.93,Utility Bill Payment,Bangalore,Bangalore
TXN0000000298,ACC496031986608,ACC225049256913,Credit,3165.67,INR,2023-01-13 09:00:00,Failed,Debit Card,0.3,Utility Bill Payment,Mumbai,Chennai
TXN0000000299,ACC923862324661,ACC361642010483,Debit,3060.99,INR,2023-01-13 10:00:00,Success,UPI,0.62,Charity Donation,Mumbai,Delhi
TXN0000000300,ACC757148738276,ACC493564148626,Debit,3869.65,INR,2023-01-13 11:00:00,Success,RTGS,0.97,Online Shopping,Chennai,Bangalore
TXN0000000301,ACC221712897832,ACC334246040303,Debit,5084.85,INR,2023-01-13 12:00:00,Success,IMPS,0.18,Charity Donation,Mumbai,Mumbai
TXN0000000302,ACC386486973815,ACC790923780329,Debit,7576.12,INR,2023-01-13 13:00:00,Failed,UPI,0.2,Utility Bill Payment,Bangalore,Delhi
TXN0000000303,ACC972667885896,ACC624626788399,Credit,234.67,INR,2023-01-13 14:00:00,Success,RTGS,0.66,Grocery Shopping,Delhi,Delhi
TXN0000000304,ACC806188458459,ACC783338508431,Debit,9352.23,INR,2023-01-13 15:00:00,Success,Debit Card,0.25,Dining,Kolkata,Kolkata
TXN0000000305,ACC703629763700,ACC675433005858,Credit,8042.94,INR,2023-01-13 16:00:00,Success,RTGS,0.49,Charity Donation,Delhi,Mumbai
TXN0000000306,ACC890149428186,ACC642602366293,Credit,1648.69,INR,2023-01-13 17:00:00,Failed,Credit Card,0.99,Insurance Payment,Delhi,Bangalore
TXN0000000307,ACC345004109902,ACC426848155493,Credit,2183.28,INR,2023-01-13 18:00:00,Success,Debit Card,0.35,Utility Bill Payment,Kolkata,Delhi
TXN0000000308,ACC414072298842,ACC140776839944,Debit,1133.94,INR,2023-01-13 19:00:00,Failed,Debit Card,0.88,Dining,Bangalore,Delhi
TXN0000000309,ACC769495440879,ACC335103574308,Credit,7629.13,INR,2023-01-13 20:00:00,Failed,UPI,0.25,Charity Donation,Bangalore,Mumbai
TXN0000000310,ACC230700063390,ACC208237564614,Debit,6754.12,INR,2023-01-13 21:00:00,Failed,RTGS,0.33,Utility Bill Payment,Delhi,Kolkata
TXN0000000311,ACC177775347100,ACC489432460369,Credit,9300.75,INR,2023-01-13 22:00:00,Failed,IMPS,0.9,Utility Bill Payment,Chennai,Delhi
TXN0000000312,ACC613921033581,ACC826019114867,Debit,264.31,INR,2023-01-13 23:00:00,Failed,UPI,0.91,Grocery Shopping,Chennai,Kolkata
TXN0000000313,ACC142454488738,ACC803069667120,Debit,9059.24,INR,2023-01-14 00:00:00,Failed,NEFT,0.52,Charity Donation,Bangalore,Bangalore
TXN0000000314,ACC422099605354,ACC245164317977,Credit,9555.51,INR,2023-01-14 01:00:00,Success,Debit Card,0.33,Charity Donation,Chennai,Chennai
TXN0000000315,ACC693357052678,ACC186016371483,Debit,3022.92,INR,2023-01-14 02:00:00,Success,NEFT,0.32,Mobile Recharge,Mumbai,Kolkata
TXN0000000316,ACC752463729520,ACC148893869863,Credit,3903.86,INR,2023-01-14 03:00:00,Success,IMPS,0.44,Utility Bill Payment,Delhi,Delhi
TXN0000000317,ACC758895673064,ACC631922468227,Credit,8301.54,INR,2023-01-14 04:00:00,Failed,IMPS,0.3,Dining,Kolkata,Chennai
TXN0000000318,ACC114435762739,ACC746808166145,Credit,5782.33,INR,2023-01-14 05:00:00,Success,UPI,0.39,Grocery Shopping,Bangalore,Mumbai
TXN0000000319,ACC516222441300,ACC240817185401,Debit,7975.59,INR,2023-01-14 06:00:00,Success,IMPS,0.27,Utility Bill Payment,Bangalore,Delhi
TXN0000000320,ACC842419404881,ACC417258379616,Debit,7586.53,INR,2023-01-14 07:00:00,Failed,Debit Card,0.11,Insurance Payment,Chennai,Mumbai
TXN0000000321,ACC885787745855,ACC361717688075,Credit,468.95,INR,2023-01-14 08:00:00,Failed,UPI,0.96,Insurance Payment,Mumbai,Kolkata
TXN0000000322,ACC244670180253,ACC287679257924,Debit,8519.69,INR,2023-01-14 09:00:00,Failed,RTGS,0.8,Mobile Recharge,Delhi,Delhi
TXN0000000323,ACC233962669785,ACC681244231528,Credit,1717.57,INR,2023-01-14 10:00:00,Failed,UPI,0.52,Grocery Shopping,Delhi,Kolkata
TXN0000000324,ACC728293619684,ACC980867637588,Credit,9099.35,INR,2023-01-14 11:00:00,Failed,IMPS,0.07,Grocery Shopping,Bangalore,Delhi
TXN0000000325,ACC728111482183,ACC135775007926,Credit,2538.41,INR,2023-01-14 12:00:00,Success,RTGS,0.58,Grocery Shopping,Delhi,Mumbai
TXN0000000326,ACC341861712192,ACC300571791750,Credit,1147.33,INR,2023-01-14 13:00:00,Failed,Credit Card,0.56,Insurance Payment,Chennai,Bangalore
TXN0000000327,ACC225067108502,ACC424350902455,Debit,7192.84,INR,2023-01-14 14:00:00,Success,UPI,0.01,Mobile Recharge,Bangalore,Chennai
TXN0000000328,ACC974059246384,ACC385402405669,Debit,1857.78,INR,2023-01-14 15:00:00,Failed,RTGS,0.09,Online Shopping,Delhi,Kolkata
TXN0000000329,ACC294678372420,ACC513715558588,Debit,7016.75,INR,2023-01-14 16:00:00,Failed,IMPS,0.37,Online Shopping,Kolkata,Bangalore
TXN0000000330,ACC330345623259,ACC606481705874,Debit,4425.36,INR,2023-01-14 17:00:00,Failed,Debit Card,0.55,Insurance Payment,Delhi,Kolkata
TXN0000000331,ACC502355472443,ACC226167372691,Credit,6529.11,INR,2023-01-14 18:00:00,Success,Debit Card,0.17,Dining,Bangalore,Bangalore
TXN0000000332,ACC871777845940,ACC829564773712,Credit,4456.49,INR,2023-01-14 19:00:00,Success,Credit Card,0.15,Dining,Delhi,Delhi
TXN0000000333,ACC765520955004,ACC596518865413,Credit,9259.43,INR,2023-01-14 20:00:00,Failed,IMPS,0.77,Online Shopping,Delhi,Chennai
TXN0000000334,ACC963532683226,ACC603952915627,Credit,3779.4,INR,2023-01-14 21:00:00,Failed,UPI,0.71,Utility Bill Payment,Kolkata,Kolkata
TXN0000000335,ACC270246457455,ACC962752423357,Debit,5382.42,INR,2023-01-14 22:00:00,Success,IMPS,0.85,Utility Bill Payment,Delhi,Kolkata
TXN0000000336,ACC196162936340,ACC609352356574,Debit,8333.63,INR,2023-01-14 23:00:00,Failed,IMPS,0.85,Mobile Recharge,Bangalore,Delhi
TXN0000000337,ACC267447163678,ACC998339680627,Credit,4314.33,INR,2023-01-15 00:00:00,Failed,Credit Card,0.72,Utility Bill Payment,Chennai,Mumbai
TXN0000000338,ACC157551673552,ACC887430316108,Debit,6950.22,INR,2023-01-15 01:00:00,Failed,Debit Card,0.67,Dining,Delhi,Kolkata
TXN0000000339,ACC476810189012,ACC314518178173,Debit,556.43,INR,2023-01-15 02:00:00,Success,Credit Card,0.53,Charity Donation,Chennai,Mumbai
TXN0000000340,ACC289041395060,ACC729654815634,Debit,6784.64,INR,2023-01-15 03:00:00,Failed,NEFT,0.55,Mobile Recharge,Bangalore,Delhi
TXN0000000341,ACC569548036032,ACC894449343245,Credit,1361.36,INR,2023-01-15 04:00:00,Success,NEFT,0.95,Insurance Payment,Mumbai,Chennai
TXN0000000342,ACC994837365524,ACC283116445175,Credit,125.14,INR,2023-01-15 05:00:00,Success,Debit Card,0.59,Grocery Shopping,Delhi,Delhi
TXN0000000343,ACC282424832037,ACC459939132787,Credit,8150.93,INR,2023-01-15 06:00:00,Failed,NEFT,0.31,Dining,Chennai,Chennai
TXN0000000344,ACC674454672660,ACC490121160630,Debit,5847.22,INR,2023-01-15 07:00:00,Success,RTGS,0.92,Mobile Recharge,Delhi,Bangalore
TXN0000000345,ACC673856145930,ACC892066810427,Debit,7578.41,INR,2023-01-15 08:00:00,Failed,NEFT,0.23,Online Shopping,Bangalore,Delhi
